,Unnamed: 0,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
4199,4199,4ead00de-7198-427b-83cf-8d122b9d8c80,40,Group,Scarborough,43.80000669,-79.29411897,fulltime,66527,144,17,7,43,8,27,16,9,0,0,0,7,0,51581.59
4200,4200,a925a8b8-563a-4ea9-9d0e-8e364745b24d,17,With Parent,Etobicoke,43.59675729,-79.50584262,unemployed,0,89,0,0,31,7,0,0,0,0,0,0,0,0,42.18
4201,4201,64785d9b-b6fd-439c-82bf-052734fb4a83,40,With Parent,Toronto,43.6518052,-79.37412833,fulltime,66148,113,15,0,45,7,0,0,0,0,0,0,0,0,76442.38
4202,4202,c7578de1-b6e7-467f-8efa-328b34580986,19,With Parent,Scarborough,43.82926702,-79.23272585,unemployed,0,107,0,0,30,10,0,0,0,1,0,0,0,0,114.39
4203,4203,81deeb0a-53b8-424e-9fc6-bef8c4e7d417,91,Group,Scarborough,43.79362091,-79.32200025,unemployed,29916.6,32,18,5,85,0,28,14,8,5,18,5,0,0,37609.29963
4204,4204,2248a6c1-7416-4d07-8ef0-8544bc3aa450,29,Group,East York,43.6957489,-79.30553153,fulltime,26871.9,148,16,7,51,14,34,14,9,1,0,0,7,0,13323.05
4205,4205,e240978b-9217-4770-89bc-fe488165792c,38,Group,Toronto,43.71485018,-79.39931647,fulltime,51146,139,15,7,59,8,28,18,7,5,13,0,0,0,34078.87
4206,4206,c6651220-1317-408e-a0ff-1ef7048dd718,31,With Parent,Scarborough,43.70534242,-79.25423112,parttime,12199.44,115,15,0,45,12,0,0,0,0,0,0,0,0,13158.74
4207,4207,86ea0a75-b142-47f1-8591-8894688c0791,33,Group,Scarborough,43.78547014,-79.25973499,fulltime,64851,146,16,7,58,148,45,26,10,5,0,0,0,0,52035.2
4208,4208,65732374-ed41-41f4-bc8a-24c336d9147f,89,Group,Etobicoke,43.66123379,-79.51514744,unemployed,40316.5,37,16,8,59,139,32,18,13,6,20,7,0,0,42583.98
4209,4209,8e055211-ef0e-4420-8a5f-e24401f7d1b5,20,Group,Scarborough,43.7697424,-79.22291765,unemployed,0,105,0,0,60,14,0,0,0,1,0,0,0,0,126.33
4210,4210,cb0cb1fc-e081-4247-900b-2693fdbc9c1f,23,With Parent,Scarborough,43.76856055,-79.19173615,parttime,9866.01,114,16,0,45,12,0,0,0,0,0,0,0,0,11801.35
4211,4211,492bbde1-4040-4e28-a271-622a5001b2bb,14,With Parent,Etobicoke,43.59850963,-79.52215377,unemployed,0,101,0,0,31,7,0,0,0,0,0,0,0,0,68.6
4212,4212,02c8ad35-199a-4241-aba1-f42714634502,42,Group,Etobicoke,43.63853502,-79.5375805,parttime,34640.1,141,15,7,44,8,18,13,9,1,0,0,0,0,34094.29
4213,4213,f65cdf81-91dd-48bb-8753-ff6072462f88,68,Group,Etobicoke,43.60515923,-79.49353187,fulltime,49762.9,144,16,7,58,13,41,22,13,5,0,0,0,0,26713.6
4214,4214,df56a3de-51a7-46a0-959b-94f2fca58379,53,Group,Etobicoke,43.72089393,-79.61961732,fulltime,36108.85,149,15,7,59,6,27,12,10,6,0,2,0,0,19079.56953
4215,4215,c57077f1-6a4e-4744-9b8f-506fe4a0fa0d,26,With Parent,Scarborough,43.68685754,-79.27528379,fulltime,47517.03,139,16,5,89,13,33,14,9,5,0,0,0,0,28572.2
4216,4216,754c7c4c-af17-42b4-91c1-06e9c08d723b,52,Group,Toronto,43.65789629,-79.39893869,fulltime,35201.5,147,17,6,57,139,38,19,7,5,0,7,0,0,25680.79
4217,4217,6d253d1f-044e-49df-8609-a3068881394e,20,Group,Scarborough,43.75481329,-79.25666103,parttime,12042.69,146,15,6,154,13,29,24,8,6,0,0,0,0,5123.33
4218,4218,c9567741-4d1e-4c3e-9805-1b85f56745a7,38,Group,North York,43.77139308,-79.41266751,fulltime,39600,137,16,6,58,8,32,19,8,5,0,7,0,0,32865.6
4219,4219,ffeacd7b-638f-4f58-a7ef-145bbcc6069c,30,With Parent,Etobicoke,43.64038493,-79.55274269,parttime,12801.69,115,16,0,43,14,0,0,0,1,0,0,0,0,14518.16
4220,4220,738ed90a-47e2-4a45-987f-ac5873447805,29,Group,North York,43.70541807,-79.48947211,fulltime,22550.88,123,15,0,27,12,25,0,0,6,0,7,0,0,32993.57
4221,4221,57d6a7fb-6b64-4e18-8c1a-5ff4d1c14770,21,With Parent,Toronto,43.6684698,-79.38284637,parttime,8008.44,111,16,0,45,12,0,0,0,0,0,0,0,0,9647.21
4222,4222,9dae9e2d-8ccf-4bb6-93dc-188b94976147,30,Group,Scarborough,43.8242027,-79.26721639,fulltime,24447.39,151,15,5,88,11,33,23,10,6,0,5,0,0,15140.82489
4223,4223,7c6e9641-66f6-42f5-a115-9d34d05c4af1,23,Group,North York,43.73681357,-79.40266063,fulltime,70070.22,152,16,7,59,15,28,25,9,5,12,0,0,0,52011.48
4224,4224,6988051c-9fd0-445e-804c-f32c48b31517,26,With Parent,Scarborough,43.74094905,-79.23607612,parttime,10325.37,122,16,0,44,12,0,0,0,0,0,0,0,0,12281.98
4225,4225,eaf41678-9c0a-4711-a8fa-6a65635947ac,34,With Parent,Scarborough,43.79281925,-79.29030145,fulltime,23163,111,15,0,46,14,0,0,0,0,0,0,0,0,26331.78
4226,4226,a8d1bff2-f2ad-4729-adc2-7c7e72c22d93,19,With Parent,York,43.69565293,-79.43875629,unemployed,0,110,1,0,30,13,0,0,0,0,0,0,0,0,224.33
4227,4227,37ded0e2-3165-4a88-aa89-701bd3cdaecd,23,With Parent,Etobicoke,43.63853502,-79.5375805,parttime,12173.04,119,16,0,44,13,0,0,0,0,0,0,0,0,13926.65
4228,4228,a1f8f09b-0bfd-47a0-8848-5146bece550c,26,Group,North York,43.76325467,-79.51756734,parttime,16698.99,153,15,6,60,13,34,14,9,1,0,2,7,0,9493.990736
4229,4229,eb959c84-9c0d-47aa-96d4-3073fe3fa617,95,Group,North York,43.78377653,-79.38233803,unemployed,46251.8,32,16,7,46,2,18,23,13,0,6,0,7,0,58051.7
4230,4230,dea15afe-b8e0-4f51-96b8-e6a4e5c394f3,26,With Parent,Etobicoke,43.6676363,-79.51591304,parttime,18375.39,116,16,0,44,12,0,0,0,0,0,0,0,0,21194.94
4231,4231,2bcae6f6-b0a3-4fdf-8c6a-45c1a652158c,20,Group,North York,43.76115447,-79.52336351,parttime,11121.99,144,15,7,187,145,35,18,8,5,14,0,0,0,4618.39
4232,4232,97e1214b-dd1b-438e-bc68-c37efa71923d,22,Group,Scarborough,43.81836779,-79.3115581,parttime,8923.53,136,16,7,91,13,34,17,9,5,0,6,0,0,6911.196905
4233,4233,482a51e5-a0e6-4901-b0dd-fd0c6b343a1e,60,Group,Toronto,43.64065266,-79.39577621,fulltime,39200.05,148,15,7,59,6,20,19,9,6,0,7,0,0,33688.09
4234,4234,29cfa7b7-e5b6-46de-8b54-f6b93651e7a1,55,Group,Scarborough,43.80866459,-79.20684732,fulltime,83314.05,145,15,6,59,142,34,17,11,6,0,0,0,0,63668.58
4235,4235,05b22ef9-946e-4cf0-9845-994ffd3965b7,91,Group,East York,43.69818874,-79.32170684,unemployed,64175.3,33,16,6,58,132,40,19,9,6,4,0,0,0,66326.41
4236,4236,69778167-5e55-4d55-aadb-1a75440ba3aa,95,Group,Scarborough,43.71382827,-79.23345177,unemployed,34214.6,34,17,7,75,6,40,15,9,5,5,2,0,0,26017.79
4237,4237,e47be47a-bde8-4a6c-a1b0-060fdd78f6a1,36,With Parent,Etobicoke,43.60040771,-79.49995341,fulltime,47500,123,16,0,44,14,0,0,0,0,0,0,0,0,55212.55
4238,4238,5e33578d-1c6c-4091-bdf2-6cdeee352751,21,With Parent,Scarborough,43.78514509,-79.18448262,parttime,14349.39,113,15,0,44,11,0,0,0,1,0,0,0,0,17440.33
4239,4239,7c34209f-86d3-4cfa-b54a-bbf3a0f41854,19,With Parent,North York,43.73309212,-79.53507257,unemployed,0,110,0,0,30,13,0,0,0,1,0,0,0,0,137.17
4240,4240,83a9358b-3603-45f4-9337-e0e90a3df6d9,14,With Parent,North York,43.75405168,-79.56439783,unemployed,0,108,0,0,31,3,0,0,0,1,0,0,0,0,128.89
4241,4241,0a42eebb-7254-4a79-a61d-9f82d09341c4,55,With Parent,Etobicoke,43.64964652,-79.54071748,fulltime,35270.5,111,16,0,44,6,0,0,0,0,0,0,0,0,40386.23
4242,4242,6b245828-48e5-440d-9719-7b3e308ffa5d,69,Group,Scarborough,43.80844377,-79.22909959,fulltime,38870.2,138,17,7,43,7,34,15,9,0,11,0,7,0,19389.3
4243,4243,1b6ebc09-ec62-4d9f-84c9-a5e716e1efd8,26,With Parent,Scarborough,43.75262638,-79.22454477,parttime,12127.83,111,15,0,44,13,0,0,0,1,0,0,0,0,13649.27
4244,4244,6cf6a9d1-5b63-4f67-9375-506d08cf7814,40,With Parent,North York,43.7724758,-79.45557657,fulltime,32935,113,15,0,44,9,0,0,0,1,0,0,0,0,37686.35
4245,4245,24314061-ab29-4b3e-8e7d-f272a429826b,77,Group,Toronto,43.673863,-79.40249726,unemployed,46809.7,143,32,8,44,4,18,14,8,0,0,0,7,0,49348
4246,4246,5e363d97-0138-41f3-8697-1a4093bfd526,46,Group,North York,43.71542865,-79.43716823,fulltime,52472.2,149,15,5,58,9,33,14,9,6,0,0,0,0,31814.99
4247,4247,73419bca-520d-4131-96c7-8c60a211750d,35,With Parent,York,43.68448657,-79.4436291,fulltime,43824,113,16,0,43,14,0,0,0,1,0,0,0,0,51103.34
4248,4248,6f947c95-cb60-4d0a-a92b-22e4dcdfdce6,22,With Parent,Scarborough,43.7463023,-79.25153795,parttime,12455.85,112,17,0,43,13,0,0,0,0,0,0,0,0,14486.13
4249,4249,543c1bf2-012c-48e7-be6a-8ba859ce1b8a,94,Group,Toronto,43.66975743,-79.31607361,unemployed,39933.6,33,17,4,59,0,34,17,7,5,5,0,0,0,30950.76
4250,4250,e53e4c36-02d5-486b-b4f9-de520031d1f3,23,With Parent,Scarborough,43.7882312,-79.15418292,parttime,19061.79,116,16,0,43,12,0,0,0,1,0,0,0,0,22673.7
4251,4251,74d9aede-b9c1-4f22-a2d6-9717eacfff32,19,With Parent,Toronto,43.70452859,-79.42672389,unemployed,0,111,0,0,30,14,0,0,0,1,0,0,0,0,126.11
4252,4252,485144ac-68b3-48a1-b46d-ff1e18f7a7bd,40,Group,East York,43.68532358,-79.33740478,unemployed,0,117,0,0,0,8,0,0,0,0,0,6,0,0,3161.290788
4253,4253,7ad7157f-87bb-411f-8537-96d1558430e7,30,With Parent,Scarborough,43.81819015,-79.30493979,parttime,10757.01,112,16,0,44,13,0,0,0,0,0,0,0,0,11364.08
4254,4254,2b9325f3-0014-41b8-8d42-3821163fa87d,66,Group,North York,43.77055466,-79.40181196,fulltime,78630.55,146,15,7,44,7,12,14,10,1,0,0,0,0,84843.24
4255,4255,7a524db0-3931-4abd-ac17-0333e039d06b,18,With Parent,Etobicoke,43.69956831,-79.55227918,unemployed,0,110,0,0,31,12,0,0,0,0,0,0,0,0,48.74
4256,4256,90a755dc-a527-479f-b56d-f8aa2c290ef2,21,Group,Toronto,43.65419441,-79.46771009,fulltime,22380.27,139,15,6,180,150,41,27,7,5,0,0,0,0,9756.11
4257,4257,60291bd9-0b5b-4346-8f8f-986131118655,49,Group,North York,43.73417625,-79.4269107,fulltime,56368.4,146,17,7,43,142,40,14,9,0,0,0,7,0,36898
4258,4258,1bc2c460-5139-46ef-847b-690b2b2a0849,19,With Parent,North York,43.75587513,-79.35223737,unemployed,0,115,0,0,31,11,0,0,0,0,0,0,0,0,213.57
4259,4259,d6283234-62ac-4328-9b60-e2e565d75d35,30,Group,Etobicoke,43.65063082,-79.55673996,fulltime,24857.58,148,15,7,67,147,46,14,8,7,0,2,0,0,13809.96052
4260,4260,0df15253-d1fa-420c-a665-ddfd1ad55359,85,Group,Scarborough,43.815506,-79.32558537,unemployed,21623,151,31,6,43,135,32,18,7,1,6,0,7,0,16399.68
4261,4261,7b8f8a76-9429-4330-9b2a-26d6dca1a508,34,Group,Etobicoke,43.64766226,-79.51669486,fulltime,217272,149,17,7,43,14,18,16,11,0,14,0,0,0,245055.62
4262,4262,767b5458-cf02-4b1a-bf24-fc686af61f06,17,With Parent,North York,43.7834545,-79.42188755,unemployed,0,112,0,0,32,6,0,0,0,0,0,0,0,0,64.07
4263,4263,dc9812f0-e894-41be-9269-ca70ed373cdd,46,With Parent,Toronto,43.6901773,-79.40045297,fulltime,58184.5,113,16,0,44,9,0,0,0,0,0,0,0,0,67373.01
4264,4264,ac9a5a82-ccb3-4865-b8a9-89b2d06e5a8a,19,Group,Toronto,43.66439152,-79.37681263,unemployed,0,111,2,0,57,12,0,0,0,0,0,0,0,0,93.13
4265,4265,698ec210-14bb-4924-9087-c82c09aafb51,30,Group,Toronto,43.66524926,-79.33197312,fulltime,20778.12,117,17,0,26,14,26,0,0,5,0,7,0,0,34197.04
4266,4266,076e6265-513b-4e22-9014-7ea9f72d5cd9,51,Group,Scarborough,43.7159266,-79.27445204,fulltime,61397.6,146,16,5,58,10,27,20,9,5,0,0,0,0,47844.9
4267,4267,567b3823-113d-4a92-9d2d-8f11dcdf934a,26,With Parent,Toronto,43.65242988,-79.41278151,unemployed,0,116,1,0,37,13,0,0,0,0,0,6,0,0,3016.584624
4268,4268,b2bc93f0-fd1a-4784-a784-b232a1855a42,27,With Parent,Scarborough,43.79410507,-79.20260343,unemployed,0,114,0,0,33,13,0,0,0,0,0,6,0,0,2294.958073
4269,4269,36b5fba5-2210-4615-bc3a-a82f1d5c5745,93,Group,North York,43.73653918,-79.41124126,unemployed,62565.3,33,17,4,59,1,28,11,10,5,7,0,0,0,70093.45
4270,4270,41c7c7d8-8ed8-4d18-be78-b085b18c087b,83,Group,Scarborough,43.81187153,-79.23491292,unemployed,48193.6,138,31,7,58,4,27,14,10,5,7,0,0,0,35018.08
4271,4271,9480fafe-ec96-494a-920c-f350a8fa03a0,23,With Parent,Toronto,43.69844854,-79.39374773,parttime,9188.19,120,15,0,44,12,0,0,0,1,0,0,0,0,11139.03
4272,4272,3120601d-a607-40b7-96a3-a0be44cfbdd9,69,Group,Toronto,43.68094082,-79.35682604,fulltime,35106.3,143,16,7,44,8,24,16,10,0,0,0,0,0,35123.33
4273,4273,2ef0a77f-2aa6-4164-857c-5d6e635cd8f7,40,Group,Scarborough,43.78277476,-79.1795529,fulltime,59252,147,16,7,58,8,33,14,11,5,0,0,0,0,48395.5
4274,4274,a28be54e-c442-418a-981e-6ac2c6c7d86e,52,Group,North York,43.76112225,-79.39268737,fulltime,58352.15,138,15,7,46,144,26,25,12,0,0,0,7,0,59669.55
4275,4275,e93de69f-ffd2-435a-a613-daf8c0282457,49,With Parent,Scarborough,43.74226164,-79.21442962,fulltime,50844.2,111,16,0,44,8,0,0,0,0,0,0,0,0,58570.8
4276,4276,cb14604b-f56a-4d3e-9a79-79f28c65d10e,58,Group,York,43.70449293,-79.52213218,parttime,32168.95,142,16,7,63,4,27,12,8,5,0,2,0,0,16367.9534
4277,4277,69ed4911-9c75-40d8-b768-c4c6079f2537,68,Group,North York,43.71839685,-79.30335832,parttime,32001.7,146,16,6,58,7,26,27,8,5,0,7,0,0,27398.82
4278,4278,f7e815ce-12dd-4a17-9ade-790c2f911ab6,72,Group,Toronto,43.67767535,-79.39156487,unemployed,68537.7,136,31,7,44,7,12,14,13,1,14,0,7,0,71398.93
4279,4279,631feb98-3d74-4958-9d91-9f5728d788c2,23,With Parent,East York,43.69476043,-79.34846409,fulltime,25054.26,148,15,7,80,12,34,17,10,3,0,2,0,0,12633.65471
4280,4280,bc229d4e-5dec-4ff2-be75-d52dbe459c4f,33,With Parent,York,43.68090885,-79.48919598,fulltime,27574,116,15,0,44,13,0,0,0,1,0,0,0,0,31031.32
4281,4281,4e2ba427-7c65-4b88-9556-7daeb17b10ac,39,With Parent,Scarborough,43.80850583,-79.21963014,fulltime,30590,114,17,0,43,7,0,0,0,0,0,0,0,0,35215.39
4282,4282,e2011b8b-ffe8-4742-a90f-1c62a391b889,35,With Parent,Scarborough,43.70627763,-79.24479611,fulltime,61347,117,15,0,45,12,0,0,0,0,0,0,0,0,71022.1
4283,4283,5bb335bf-1a11-4344-b286-a1b7a514dae5,25,With Parent,Toronto,43.65190244,-79.40611439,parttime,12568.38,120,16,0,45,12,0,0,0,0,0,0,0,0,14616.96
4284,4284,408da143-1b6d-4671-8fcf-8d5152fbdf3c,54,Group,Toronto,43.65503451,-79.42537625,unemployed,0,109,0,0,0,6,0,0,0,0,0,6,0,0,2214.90041
4285,4285,c43d27a1-7260-4ae2-99ab-4575683203f2,21,Group,Scarborough,43.7720555,-79.28531424,parttime,8583.3,138,17,7,136,14,28,12,8,5,0,7,0,0,3533.44
4286,4286,4f7e4624-9aae-4ada-b7e2-ffed9761e65d,83,Group,Toronto,43.68482159,-79.37844901,unemployed,99747.9,147,32,6,57,6,28,17,11,5,6,0,0,0,85207.47
4287,4287,a7c68747-3441-4a17-866b-c3479c1d93e3,64,Group,Etobicoke,43.63325494,-79.56051662,unemployed,0,115,0,0,0,6,0,0,0,0,0,6,0,0,2485.170603
4288,4288,8df1d767-030d-47dd-baf8-c28ecd956c81,30,Group,York,43.67918427,-79.49882704,fulltime,26872.89,147,16,5,82,12,40,21,9,5,0,2,0,0,13855.54829
4289,4289,6991e92d-5ddd-4564-98db-f7fb62900744,47,With Parent,Scarborough,43.790984,-79.18177163,fulltime,74138.9,115,15,0,43,8,0,0,0,2,0,0,0,0,86241.64
4290,4290,cccd6118-890e-4a13-a908-0bc1cc84fca0,18,With Parent,Etobicoke,43.72046218,-79.61816235,unemployed,0,109,1,0,31,12,0,0,0,0,0,0,0,0,215.38
4291,4291,7567de10-8112-4469-a33d-90fab9e13b4d,58,With Parent,North York,43.73653918,-79.41124126,fulltime,97306.1,110,15,0,46,5,0,0,0,0,0,0,0,0,114817.62
4292,4292,6507334b-ac1f-4a04-8fc1-d73f42cf8674,27,With Parent,Scarborough,43.80903605,-79.22472132,fulltime,21885.6,154,16,6,72,13,18,14,9,1,0,0,7,0,21536.46
4293,4293,b46597bf-aeda-45ac-8fca-a5abe7ac97e0,17,With Parent,North York,43.75291957,-79.33826569,unemployed,0,104,0,0,32,2,0,0,0,0,0,0,0,0,123.45
4294,4294,87b98de5-9aca-498b-92aa-3fa17865abe0,86,Group,Scarborough,43.81727632,-79.32005783,unemployed,28494.9,35,31,6,51,4,39,20,9,0,7,0,7,0,14359.43
4295,4295,d483ef0f-30b9-4a73-8805-3c3c8c7f19da,29,Group,Toronto,43.71396632,-79.3925366,fulltime,40907.13,151,15,7,58,13,39,14,9,6,0,0,0,0,24207.77
4296,4296,9bba61ff-1154-491d-8171-1365a6032720,45,Group,Toronto,43.65242988,-79.41278151,fulltime,84385.4,153,16,6,44,144,20,17,11,1,0,0,0,0,89318.15
4297,4297,65fe65bd-461a-4229-9958-3f72e7e5ba8e,15,With Parent,North York,43.74940878,-79.43733505,unemployed,0,96,0,0,30,7,0,0,0,2,0,0,0,0,156.02
4298,4298,102edebc-2fa5-46af-82b4-624c16501799,18,Group,Toronto,43.65807059,-79.35718483,unemployed,0,110,0,0,62,12,0,0,0,0,0,0,0,0,130.64
4299,4299,912f9f6e-f1dc-4dc1-b3e9-5017d0a8f843,36,With Parent,Toronto,43.65503451,-79.42537625,fulltime,88181,146,16,5,73,9,12,26,10,0,0,0,0,0,96912.97
4300,4300,51ce2de4-9264-4496-bc63-f9bc3c4432a3,25,With Parent,North York,43.75921811,-79.40643439,unemployed,0,122,0,0,31,14,0,0,0,2,0,6,0,0,2211.79163
4301,4301,fdf5a827-7495-4d27-aecb-7d5ab00d973f,52,With Parent,Etobicoke,43.666367,-79.5294366,fulltime,62823.35,115,15,0,44,7,0,0,0,1,0,0,0,0,72720.14
4302,4302,668936ab-cb6f-4627-aef8-b2e90932bfdb,63,Group,Toronto,43.64255146,-79.4312667,fulltime,42652.15,144,16,7,58,6,27,27,9,5,14,0,0,0,29388.43
4303,4303,eb3292c3-df58-49fa-af6e-d30ab5afb9ae,30,Group,Toronto,43.64548252,-79.480877,unemployed,35341.02,142,15,6,60,13,29,15,8,0,0,0,7,0,3182.69
4304,4304,75d55171-126a-4394-8609-8854ac1bcbb3,24,With Parent,East York,43.71481331,-79.37163019,parttime,8927.16,117,16,0,44,12,0,0,0,1,0,0,0,0,10465.44
4305,4305,4901b59e-d9a8-4772-b8de-2ff72b6d7645,32,With Parent,Toronto,43.71186926,-79.40047169,unemployed,0,118,0,0,31,12,0,0,0,0,0,6,0,0,3439.295271
4306,4306,a4e6e1f0-cda5-46a5-96bd-c5d521ddedd2,16,With Parent,Etobicoke,43.64477862,-79.53029553,unemployed,0,107,2,0,29,8,0,0,0,0,0,0,0,0,13.17
4307,4307,8e50e781-4484-4e55-8db2-1638f4cf7161,26,Group,Toronto,43.66812338,-79.29671309,fulltime,39988.41,148,15,7,46,150,26,14,10,0,0,0,7,0,39795.39
4308,4308,50700a63-3a30-4beb-99d0-43ff87dd0486,23,With Parent,Toronto,43.64425608,-79.40225996,parttime,13835.25,113,16,0,43,14,0,0,0,1,0,0,0,0,16865.57
4309,4309,88e994e7-8c16-42a8-99d6-23140e5c10aa,14,With Parent,North York,43.756525,-79.36837015,unemployed,0,100,0,0,30,3,0,0,0,1,0,0,0,0,74.14
4310,4310,a5f5a73e-3f2d-4376-985d-00ba819f02ef,21,With Parent,Toronto,43.63973902,-79.41347906,parttime,4970.46,108,16,0,44,15,0,0,0,0,0,0,0,0,6411.93
4311,4311,37803944-4f40-4f61-8bc1-5f9acdad2bdf,68,With Parent,Scarborough,43.79362091,-79.32200025,parttime,30900.65,110,15,0,46,7,0,0,0,0,0,0,0,0,35456.73
4312,4312,a5aafba6-4d1c-406e-8186-3f668989eb30,21,With Parent,North York,43.75991141,-79.54457278,parttime,8762.16,113,16,0,43,11,0,0,0,1,0,0,0,0,10467.67
4313,4313,f754f932-1bd2-4536-b391-4f39c6ee2da8,60,Group,North York,43.71302732,-79.44579127,fulltime,42052.05,142,16,7,44,138,20,19,10,1,13,0,0,0,40573.64
4314,4314,851e4803-6500-4b87-beeb-a7c7c93de385,29,With Parent,Scarborough,43.77991279,-79.31590095,fulltime,21688.26,118,15,0,44,13,0,0,0,2,0,0,0,0,24291.84
4315,4315,681b341d-06e3-4b4d-a7a9-c94974ffd3a8,65,Group,Toronto,43.68948351,-79.41184558,fulltime,104598.8,146,15,8,45,9,40,18,11,0,13,0,7,0,93900.67
4316,4316,195eef89-3d2e-4223-bd12-f9ca736b18ac,49,Group,Scarborough,43.78514509,-79.18448262,fulltime,49203,143,15,6,59,139,34,14,9,5,0,0,0,0,25021.15
4317,4317,ea89f181-d65a-4163-829b-a1309f473ad6,20,With Parent,North York,43.72227925,-79.45772374,unemployed,0,106,1,0,30,14,0,0,0,0,0,0,0,0,85.75
4318,4318,e32ffd6a-1379-471c-99d2-d898f968cae2,33,With Parent,North York,43.73725709,-79.5024746,fulltime,70418,152,17,4,72,147,35,17,8,0,0,0,7,0,54914.02
4319,4319,bd36362e-f779-41ef-afbf-064a75b75aeb,33,Group,Toronto,43.67559195,-79.45892707,fulltime,63540,116,1,0,23,13,28,0,0,5,0,2,0,0,24014.30982
4320,4320,8197a7b8-4f3b-4e27-ac22-d58c09adf9e5,90,Group,Etobicoke,43.62536318,-79.47873093,unemployed,26460.7,34,16,7,59,4,25,26,8,5,6,7,0,0,25663.82
4321,4321,4cbffa5a-d2a1-4084-b0d1-38192ae5776b,90,Group,Etobicoke,43.666367,-79.5294366,unemployed,39038.3,33,16,7,60,6,28,14,10,6,6,0,0,0,35359.82
4322,4322,4152a7cf-475c-4e5a-ae02-2231ad56823c,28,Group,York,43.68909276,-79.50203131,parttime,17260.65,154,16,7,88,139,34,14,10,5,14,6,0,0,14304.10148
4323,4323,d5ec394c-4f4e-4427-b137-09d9ccb352da,82,Group,Scarborough,43.75955182,-79.23016636,unemployed,24853.5,146,31,5,43,4,19,14,9,1,5,0,0,0,22924.92
4324,4324,e02aa2ea-7c69-44a6-a027-9426f8f33c50,56,Group,Scarborough,43.71713133,-79.24627777,fulltime,48971.6,142,16,7,44,7,27,16,9,0,12,0,7,0,30320.69
4325,4325,6caf39ae-c653-43ba-9b1a-94cb77dbb08b,53,Group,Etobicoke,43.61839783,-79.53736321,fulltime,35170.45,140,15,6,45,7,18,27,8,1,0,0,0,0,35723.44
4326,4326,c2f80607-3c65-4a07-afe6-c955548751c4,23,With Parent,North York,43.74500251,-79.51060985,parttime,9404.67,115,15,0,46,13,0,0,0,0,0,0,0,0,11471.51
4327,4327,bb149b28-2f1d-4995-ae2d-163fd2662ef4,30,With Parent,Scarborough,43.69554604,-79.27449797,unemployed,0,119,1,0,35,14,0,0,0,0,0,6,0,0,4100.46775
4328,4328,f4398e48-bdfa-4306-833c-df30abfbd090,45,Group,Etobicoke,43.66628166,-79.56085666,fulltime,127017,146,16,8,58,10,33,19,13,5,0,0,0,0,118598.94
4329,4329,c803b4db-3a7b-4790-aeac-1529be19201b,40,With Parent,Scarborough,43.70458779,-79.25562852,fulltime,43055,118,16,0,43,6,0,0,0,1,0,0,0,0,49901.15
4330,4330,5225f417-3829-4a55-9e1f-6dbf263f6d52,26,With Parent,North York,43.7499274,-79.38970874,parttime,14509.44,118,15,0,44,14,0,0,0,1,0,0,0,0,17215.57
4331,4331,4002e35b-320c-4230-91c7-dfdee7b03275,45,Group,Toronto,43.66008617,-79.34627612,fulltime,43868,148,15,4,45,9,12,15,7,0,0,0,0,0,45444.84
4332,4332,296c4c8f-394e-4e71-a550-c995f4da8ea7,37,Group,Scarborough,43.74957871,-79.28476814,fulltime,26453,150,16,7,69,8,28,16,9,5,0,3,0,0,15023.06942
4333,4333,d5a3e0fe-6694-4cc0-bbc1-f6be49c06775,21,With Parent,North York,43.7722839,-79.41226304,parttime,7873.8,114,15,0,33,10,0,0,0,0,0,0,0,0,9227.88
4334,4334,9b40472d-d6c5-4f7b-a2d5-73850bdbf2af,41,With Parent,York,43.69789924,-79.43860579,fulltime,90822.6,146,15,6,73,8,12,17,9,1,0,0,0,0,99712.4
4335,4335,e684f341-86cf-43d6-a019-0536a3c68032,40,Group,Toronto,43.67280991,-79.3889462,fulltime,153404,147,16,8,43,11,12,17,11,1,12,0,0,0,168853.36
4336,4336,0d8f4e03-6e15-4ae1-97f3-24621b8d20e3,25,With Parent,Toronto,43.66869192,-79.34090287,fulltime,33027.39,153,16,5,72,13,19,17,8,1,0,0,0,0,34424.88
4337,4337,36e33f2f-4a97-4c5b-8a05-b22e17142823,68,Group,Toronto,43.6397347,-79.3920867,fulltime,44096.15,143,17,6,57,6,19,18,9,5,0,7,0,0,37559.74
4338,4338,faa08697-54bb-4f19-a528-a8efd5d55f40,15,With Parent,East York,43.69578133,-79.30670312,unemployed,0,105,1,0,30,6,0,0,0,0,0,0,0,0,159.23
4339,4339,1dd64470-d470-4f01-b199-9dae4b23b7e4,29,Group,Toronto,43.69140098,-79.3925441,fulltime,48267.78,154,17,6,43,12,19,23,9,0,0,0,7,0,51333.03
4340,4340,fd3e003b-a58f-4d19-96a2-6960df3cdc06,33,With Parent,Etobicoke,43.62536318,-79.47873093,fulltime,33202,119,15,0,45,14,0,0,0,0,0,0,0,0,37440.12
4341,4341,b76c794b-a5a2-4a2e-95d7-b08c18e6187b,54,With Parent,Toronto,43.65264718,-79.47419979,fulltime,58620.1,113,16,0,44,5,0,0,0,0,0,0,0,0,67878.23
